Date,Conductance,LocationIdentifier,HydrologicCondition,HydrologicEvent,,,,,,,,,,,,,,,,,,,,,ProjectIdentifier,ActivityConductingOrganizationText,ActivityCommentText,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultStatusIdentifier,ActivityStartTime/Time
1992-05-06,42,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,07:55:00
1992-06-10,37,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:05:00
1992-07-08,42,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:15:00
1992-07-14,46,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:20:00
1992-08-05,65,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,07:40:00
1992-10-07,74,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:10:00
1992-11-04,83,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:05:00
1992-12-16,80,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:15:00
1993-04-28,70,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:05:00
1993-06-04,28,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:10:00
1993-06-25,33,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:05:00
1993-07-28,50,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:10:00
1993-09-01,68,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,07:55:00
1993-10-06,72,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,07:45:00
1993-11-04,83,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:05:00
1994-01-12,82,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:15:00
1994-03-02,83,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:35:00
1994-03-31,85,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:15:00
1994-05-17,42,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:20:00
1994-06-28,44,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:45:00
1994-08-17,73,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:40:00
1994-09-22,81,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:15:00
1994-10-12,77,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,07:45:00
1995-01-18,49,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:05:00
1995-03-22,78,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:55:00
1995-04-25,78,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:45:00
1995-05-24,49,USGS-09073300,"Stable, normal stage",Snowmelt,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:15:00
1995-06-15,33,USGS-09073300,Rising stage,Snowmelt,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,19:55:00
1995-07-11,29,USGS-09073300,Rising stage,Snowmelt,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,17:15:00
1995-08-28,50,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:00:00
1995-10-16,59,USGS-09073300,"Stable, low stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:30:00
1996-01-30,63,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:50:00
1996-03-26,80,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:30:00
1996-05-07,50,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:10:00
1996-05-23,36,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:50:00
1996-06-19,29,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,18:00:00
1996-07-23,40,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,07:00:00
1996-09-30,69,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:30:00
1996-11-12,72,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,15:45:00
1996-11-12,75,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,15:45:00
1996-12-18,74,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,14:30:00
1997-01-08,79,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:15:00
1997-02-27,81,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:15:00
1997-03-06,79,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:00:00
1997-03-06,82,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:00:00
1997-05-13,47,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:20:00
1997-05-22,37,USGS-09073300,"Stable, high stage",Snowmelt,Equal width increment (ewi),US D-77 TM,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,09:45:00
1997-05-22,39,USGS-09073300,"Stable, high stage",Snowmelt,Equal width increment (ewi),US D-77 TM,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,09:45:00
1997-06-24,31,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:30:00
1997-08-01,48,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:05:00
1997-08-20,58,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,10:00:00
1997-08-20,61,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,10:00:00
1997-09-08,67,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:10:00
1997-09-17,73,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:50:00
1997-10-22,68,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:30:00
1997-10-22,74,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:30:00
1998-01-27,76,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:35:00
1998-03-11,82,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:40:00
1998-05-11,53,USGS-09073300,"Stable, normal stage",Snowmelt,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,15:15:00
1998-05-11,55,USGS-09073300,"Stable, normal stage",Snowmelt,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,15:15:00
1998-06-02,34,USGS-09073300,Rising stage,Snowmelt,Multiple verticals,US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Multiple verticals,US DH-81,Historical,08:55:00
1998-06-02,37,USGS-09073300,Rising stage,Snowmelt,Multiple verticals,US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Multiple verticals,US DH-81,Historical,08:55:00
1998-07-01,35,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:40:00
1998-07-30,49,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,11:20:00
1998-08-12,61,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:39:00
1998-08-19,63,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,16:20:00
1998-08-19,68,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,16:20:00
1998-10-01,78,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:10:00
1998-10-21,72,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,09:30:00
1998-10-21,76,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,09:30:00
1998-11-17,75,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:00:00
1999-01-12,83,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:05:00
1999-01-22,79,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,11:40:00
1999-02-22,78,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:35:00
1999-04-06,79,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:45:00
1999-04-20,67,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:50:00
1999-04-20,74,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:50:00
1999-05-17,56,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:20:00
1999-06-01,38,USGS-09073300,"Stable, normal stage",Snowmelt,Single vertical,US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Single vertical,US DH-81,Historical,15:50:00
1999-06-01,41,USGS-09073300,"Stable, normal stage",Snowmelt,Single vertical,US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Single vertical,US DH-81,Historical,15:50:00
1999-06-16,48,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:25:00
1999-07-21,89,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,13:30:00
1999-07-27,50,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:05:00
1999-08-18,60,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:00:00
1999-08-18,66,USGS-09073300,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:00:00
1999-09-13,74,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:15:00
1999-10-12,78,USGS-09073300,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:20:00
1999-12-08,74,USGS-09073300,"Stable, normal stage",Under ice cover,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,10:25:00
1999-12-08,73,USGS-09073300,"Stable, normal stage",Under ice cover,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,10:25:00
2000-01-13,74,USGS-09073300,"Stable, low stage",Under ice cover,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,16:25:00
2000-01-26,79,USGS-09073300,"Stable, low stage",Under ice cover,Grab sample  (dip),Other,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Grab sample  (dip),Other,Historical,09:40:00
2000-01-26,81,USGS-09073300,"Stable, low stage",Under ice cover,Grab sample  (dip),Other,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Grab sample  (dip),Other,Historical,09:40:00
2000-02-17,77,USGS-09073300,"Stable, low stage",Routine sample,Grab sample  (dip),Other,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Grab sample  (dip),Other,Historical,11:00:00
